PLANT_NO,DATE_TIME,OM_TEMPERATURE_2M,OM_RELATIVE_HUMIDITY_2M,OM_DEW_POINT_2M,OM_APPARENT_TEMPERATURE,OM_PRESSURE_MSL,OM_SURFACE_PRESSURE,OM_PRECIPITATION,OM_CLOUD_COVER,OM_WIND_SPEED_10M,OM_WIND_DIRECTION_10M,OM_SHORTWAVE_RADIATION,OM_DIRECT_RADIATION,OM_DIFFUSE_RADIATION,OM_DIRECT_NORMAL_IRRADIANCE,OM_SUNSHINE_DURATION,LATITUDE,LONGITUDE,OPEN_METEO_TIMEZONE,OPEN_METEO_UTC_OFFSET_SECONDS
1,2020-05-15 08:00:00,29.2,66,22.1,33.4,1008.1,972.2,0.0,6,5.4,42,390.0,267.0,123.0,542.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 08:15:00,29.2,66,22.1,33.4,1008.1,972.2,0.0,6,5.4,42,390.0,267.0,123.0,542.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 08:30:00,29.2,66,22.1,33.4,1008.1,972.2,0.0,6,5.4,42,390.0,267.0,123.0,542.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 08:45:00,29.2,66,22.1,33.4,1008.1,972.2,0.0,6,5.4,42,390.0,267.0,123.0,542.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 09:00:00,31.5,50,19.8,34.7,1007.7,972.1,0.0,32,6.3,66,609.0,467.0,142.0,677.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 09:15:00,31.5,50,19.8,34.7,1007.7,972.1,0.0,32,6.3,66,609.0,467.0,142.0,677.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 09:30:00,31.5,50,19.8,34.7,1007.7,972.1,0.0,32,6.3,66,609.0,467.0,142.0,677.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 09:45:00,31.5,50,19.8,34.7,1007.7,972.1,0.0,32,6.3,66,609.0,467.0,142.0,677.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 10:00:00,33.7,40,18.1,37.0,1007.2,971.9,0.0,66,7.8,77,789.0,630.0,159.0,745.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 10:15:00,33.7,40,18.1,37.0,1007.2,971.9,0.0,66,7.8,77,789.0,630.0,159.0,745.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 10:30:00,33.7,40,18.1,37.0,1007.2,971.9,0.0,66,7.8,77,789.0,630.0,159.0,745.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 10:45:00,33.7,40,18.1,37.0,1007.2,971.9,0.0,66,7.8,77,789.0,630.0,159.0,745.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 11:00:00,35.8,32,16.3,38.8,1006.2,971.1,0.0,87,8.4,80,910.0,741.0,169.0,781.2,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 11:15:00,35.8,32,16.3,38.8,1006.2,971.1,0.0,87,8.4,80,910.0,741.0,169.0,781.2,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 11:30:00,35.8,32,16.3,38.8,1006.2,971.1,0.0,87,8.4,80,910.0,741.0,169.0,781.2,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 11:45:00,35.8,32,16.3,38.8,1006.2,971.1,0.0,87,8.4,80,910.0,741.0,169.0,781.2,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 12:00:00,37.3,26,14.8,40.1,1005.1,970.2,0.0,94,8.3,88,964.0,790.0,174.0,795.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 12:15:00,37.3,26,14.8,40.1,1005.1,970.2,0.0,94,8.3,88,964.0,790.0,174.0,795.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 12:30:00,37.3,26,14.8,40.1,1005.1,970.2,0.0,94,8.3,88,964.0,790.0,174.0,795.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 12:45:00,37.3,26,14.8,40.1,1005.1,970.2,0.0,94,8.3,88,964.0,790.0,174.0,795.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 13:00:00,38.3,24,14.3,40.8,1003.8,969.1,0.0,88,8.6,90,943.0,773.0,170.0,792.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 13:15:00,38.3,24,14.3,40.8,1003.8,969.1,0.0,88,8.6,90,943.0,773.0,170.0,792.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 13:30:00,38.3,24,14.3,40.8,1003.8,969.1,0.0,88,8.6,90,943.0,773.0,170.0,792.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 13:45:00,38.3,24,14.3,40.8,1003.8,969.1,0.0,88,8.6,90,943.0,773.0,170.0,792.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 14:00:00,39.0,23,13.9,40.8,1002.6,968.0,0.0,57,9.0,92,853.0,690.0,163.0,768.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 14:15:00,39.0,23,13.9,40.8,1002.6,968.0,0.0,57,9.0,92,853.0,690.0,163.0,768.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 14:30:00,39.0,23,13.9,40.8,1002.6,968.0,0.0,57,9.0,92,853.0,690.0,163.0,768.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 14:45:00,39.0,23,13.9,40.8,1002.6,968.0,0.0,57,9.0,92,853.0,690.0,163.0,768.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 15:00:00,39.5,21,13.2,39.9,1001.7,967.2,0.0,29,9.7,88,686.0,536.0,150.0,701.6,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 15:15:00,39.5,21,13.2,39.9,1001.7,967.2,0.0,29,9.7,88,686.0,536.0,150.0,701.6,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 15:30:00,39.5,21,13.2,39.9,1001.7,967.2,0.0,29,9.7,88,686.0,536.0,150.0,701.6,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 15:45:00,39.5,21,13.2,39.9,1001.7,967.2,0.0,29,9.7,88,686.0,536.0,150.0,701.6,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 16:00:00,39.5,21,12.9,38.6,1001.1,966.6,0.0,52,13.1,106,462.0,330.0,132.0,565.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 16:15:00,39.5,21,12.9,38.6,1001.1,966.6,0.0,52,13.1,106,462.0,330.0,132.0,565.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 16:30:00,39.5,21,12.9,38.6,1001.1,966.6,0.0,52,13.1,106,462.0,330.0,132.0,565.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 16:45:00,39.5,21,12.9,38.6,1001.1,966.6,0.0,52,13.1,106,462.0,330.0,132.0,565.1,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 17:00:00,39.0,23,13.9,37.7,1001.4,966.8,0.0,21,17.1,82,253.0,158.0,95.0,427.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 17:15:00,39.0,23,13.9,37.7,1001.4,966.8,0.0,21,17.1,82,253.0,158.0,95.0,427.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 17:30:00,39.0,23,13.9,37.7,1001.4,966.8,0.0,21,17.1,82,253.0,158.0,95.0,427.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 17:45:00,39.0,23,13.9,37.7,1001.4,966.8,0.0,21,17.1,82,253.0,158.0,95.0,427.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 18:00:00,37.3,27,14.9,36.1,1002.1,967.3,0.0,33,19.9,84,63.0,24.0,39.0,158.3,3488.2,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 18:15:00,37.3,27,14.9,36.1,1002.1,967.3,0.0,33,19.9,84,63.0,24.0,39.0,158.3,3488.2,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 18:30:00,37.3,27,14.9,36.1,1002.1,967.3,0.0,33,19.9,84,63.0,24.0,39.0,158.3,3488.2,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 18:45:00,37.3,27,14.9,36.1,1002.1,967.3,0.0,33,19.9,84,63.0,24.0,39.0,158.3,3488.2,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 19:00:00,36.5,29,15.8,35.9,1003.1,968.2,0.0,72,17.7,96,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 19:15:00,36.5,29,15.8,35.9,1003.1,968.2,0.0,72,17.7,96,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 19:30:00,36.5,29,15.8,35.9,1003.1,968.2,0.0,72,17.7,96,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 19:45:00,36.5,29,15.8,35.9,1003.1,968.2,0.0,72,17.7,96,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 20:00:00,35.2,32,16.0,34.2,1004.6,969.5,0.0,66,21.1,99,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 20:15:00,35.2,32,16.0,34.2,1004.6,969.5,0.0,66,21.1,99,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 20:30:00,35.2,32,16.0,34.2,1004.6,969.5,0.0,66,21.1,99,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 20:45:00,35.2,32,16.0,34.2,1004.6,969.5,0.0,66,21.1,99,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 21:00:00,34.0,35,16.5,33.6,1005.6,970.3,0.0,38,17.9,105,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 21:15:00,34.0,35,16.5,33.6,1005.6,970.3,0.0,38,17.9,105,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 21:30:00,34.0,35,16.5,33.6,1005.6,970.3,0.0,38,17.9,105,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 21:45:00,34.0,35,16.5,33.6,1005.6,970.3,0.0,38,17.9,105,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 22:00:00,32.9,39,17.2,33.1,1006.0,970.6,0.0,21,15.9,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 22:15:00,32.9,39,17.2,33.1,1006.0,970.6,0.0,21,15.9,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 22:30:00,32.9,39,17.2,33.1,1006.0,970.6,0.0,21,15.9,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 22:45:00,32.9,39,17.2,33.1,1006.0,970.6,0.0,21,15.9,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 23:00:00,31.9,46,18.9,33.5,1005.9,970.4,0.0,26,12.1,120,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 23:15:00,31.9,46,18.9,33.5,1005.9,970.4,0.0,26,12.1,120,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 23:30:00,31.9,46,18.9,33.5,1005.9,970.4,0.0,26,12.1,120,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-15 23:45:00,31.9,46,18.9,33.5,1005.9,970.4,0.0,26,12.1,120,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 00:00:00,31.0,53,20.1,33.2,1005.5,969.9,0.0,30,11.5,122,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 00:15:00,31.0,53,20.1,33.2,1005.5,969.9,0.0,30,11.5,122,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 00:30:00,31.0,53,20.1,33.2,1005.5,969.9,0.0,30,11.5,122,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 00:45:00,31.0,53,20.1,33.2,1005.5,969.9,0.0,30,11.5,122,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 01:00:00,30.4,55,20.3,32.9,1005.1,969.4,0.0,9,10.1,125,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 01:15:00,30.4,55,20.3,32.9,1005.1,969.4,0.0,9,10.1,125,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 01:30:00,30.4,55,20.3,32.9,1005.1,969.4,0.0,9,10.1,125,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 01:45:00,30.4,55,20.3,32.9,1005.1,969.4,0.0,9,10.1,125,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 02:00:00,30.0,56,20.2,32.8,1005.0,969.3,0.0,24,8.0,108,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 02:15:00,30.0,56,20.2,32.8,1005.0,969.3,0.0,24,8.0,108,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 02:30:00,30.0,56,20.2,32.8,1005.0,969.3,0.0,24,8.0,108,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 02:45:00,30.0,56,20.2,32.8,1005.0,969.3,0.0,24,8.0,108,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 03:00:00,29.4,59,20.5,32.2,1004.9,969.1,0.0,33,8.5,102,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 03:15:00,29.4,59,20.5,32.2,1004.9,969.1,0.0,33,8.5,102,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 03:30:00,29.4,59,20.5,32.2,1004.9,969.1,0.0,33,8.5,102,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 03:45:00,29.4,59,20.5,32.2,1004.9,969.1,0.0,33,8.5,102,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 04:00:00,28.9,61,20.6,31.9,1005.4,969.6,0.0,11,8.4,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 04:15:00,28.9,61,20.6,31.9,1005.4,969.6,0.0,11,8.4,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 04:30:00,28.9,61,20.6,31.9,1005.4,969.6,0.0,11,8.4,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 04:45:00,28.9,61,20.6,31.9,1005.4,969.6,0.0,11,8.4,115,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 05:00:00,28.5,63,20.9,32.4,1005.9,970.0,0.0,11,2.5,352,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 05:15:00,28.5,63,20.9,32.4,1005.9,970.0,0.0,11,2.5,352,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 05:30:00,28.5,63,20.9,32.4,1005.9,970.0,0.0,11,2.5,352,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 05:45:00,28.5,63,20.9,32.4,1005.9,970.0,0.0,11,2.5,352,0.0,0.0,0.0,0.0,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 06:00:00,29.0,62,20.9,32.7,1006.5,970.6,0.0,97,3.4,342,18.0,4.0,14.0,40.4,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 06:15:00,29.0,62,20.9,32.7,1006.5,970.6,0.0,97,3.4,342,18.0,4.0,14.0,40.4,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 06:30:00,29.0,62,20.9,32.7,1006.5,970.6,0.0,97,3.4,342,18.0,4.0,14.0,40.4,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 06:45:00,29.0,62,20.9,32.7,1006.5,970.6,0.0,97,3.4,342,18.0,4.0,14.0,40.4,0.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 07:00:00,30.0,56,20.4,33.4,1006.9,971.1,0.0,99,5.0,21,158.0,69.0,89.0,257.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 07:15:00,30.0,56,20.4,33.4,1006.9,971.1,0.0,99,5.0,21,158.0,69.0,89.0,257.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 07:30:00,30.0,56,20.4,33.4,1006.9,971.1,0.0,99,5.0,21,158.0,69.0,89.0,257.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 07:45:00,30.0,56,20.4,33.4,1006.9,971.1,0.0,99,5.0,21,158.0,69.0,89.0,257.4,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 08:00:00,31.5,49,19.6,34.4,1007.4,971.8,0.0,98,5.4,20,334.0,164.0,170.0,332.9,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 08:15:00,31.5,49,19.6,34.4,1007.4,971.8,0.0,98,5.4,20,334.0,164.0,170.0,332.9,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 08:30:00,31.5,49,19.6,34.4,1007.4,971.8,0.0,98,5.4,20,334.0,164.0,170.0,332.9,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 08:45:00,31.5,49,19.6,34.4,1007.4,971.8,0.0,98,5.4,20,334.0,164.0,170.0,332.9,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 09:00:00,33.2,42,18.8,35.7,1007.4,972.0,0.0,96,5.5,32,564.0,369.0,195.0,535.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 09:15:00,33.2,42,18.8,35.7,1007.4,972.0,0.0,96,5.5,32,564.0,369.0,195.0,535.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 09:30:00,33.2,42,18.8,35.7,1007.4,972.0,0.0,96,5.5,32,564.0,369.0,195.0,535.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 09:45:00,33.2,42,18.8,35.7,1007.4,972.0,0.0,96,5.5,32,564.0,369.0,195.0,535.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 10:00:00,34.9,38,18.5,38.3,1006.7,971.5,0.0,91,6.9,43,758.0,574.0,184.0,679.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 10:15:00,34.9,38,18.5,38.3,1006.7,971.5,0.0,91,6.9,43,758.0,574.0,184.0,679.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 10:30:00,34.9,38,18.5,38.3,1006.7,971.5,0.0,91,6.9,43,758.0,574.0,184.0,679.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 10:45:00,34.9,38,18.5,38.3,1006.7,971.5,0.0,91,6.9,43,758.0,574.0,184.0,679.5,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 11:00:00,36.3,35,18.2,40.2,1005.9,970.9,0.0,31,7.4,51,868.0,672.0,196.0,708.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 11:15:00,36.3,35,18.2,40.2,1005.9,970.9,0.0,31,7.4,51,868.0,672.0,196.0,708.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 11:30:00,36.3,35,18.2,40.2,1005.9,970.9,0.0,31,7.4,51,868.0,672.0,196.0,708.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 11:45:00,36.3,35,18.2,40.2,1005.9,970.9,0.0,31,7.4,51,868.0,672.0,196.0,708.7,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 12:00:00,37.7,32,18.0,41.7,1004.8,970.0,0.0,6,7.6,45,930.0,747.0,183.0,752.3,3600.0,14.815,78.287,Asia/Kolkata,19800
1,2020-05-16 12:15:00,37.7,32,18.0,41.7,1004.8,970.0,0.0,6,7.6,45,930.0,747.0,183.0,752.3,3600.0,14.815,78.287,Asia/Kolkata,19800
