Plant,Model,Val_R2,Val_MAE,Val_RMSE,Val_MAPE,Test_R2,Test_MAE,Test_RMSE,Test_MAPE
Plant 1,Random Forest,0.9676429151461687,25.680189952872176,72.52351596783019,8.655643910809992,0.979614517090017,17.00628901278336,51.295971561462586,6.404365825445294
Plant 2,Random Forest,0.5329177417399813,114.2505072737723,246.5267830724964,25.3066768712422,0.6970522899307334,57.73566348236819,154.13147666220772,25.397228548194622
